Sample,meanrr,sdnn,meanhr,sdhr,rmssd,nn50,pnn50,sdann,sdnni,hrvtri,tinn,vlfpeakfft,lfpeakfft,hfpeakfft,vlfpowfft,lfpowfft,hfpowfft,vlfpowprfft,lfpowprfft,hfpowprfft,lfpownufft,hfpownufft,totpowfft,lfhffft,vlfpeakar,lfpeakar,hfpeakar,vlfpowar,lfpowar,hfpowar,vlfpowprar,lfpowprar,hfpowprar,lfpownuar,hfpownuar,totpowar,lfhfar,edr,sd1,sd2,apen,sampen,d2,dfa1,dfa2,rplmean,rplmax,rprec,rpadet,rpshen,mse-1,mse-2,mse-3,mse-4,mse-5,mse-6,mse-7,mse-8,mse-9,mse-10,mse-11,mse-12,mse-13,mse-14,mse-15,mse-16,mse-17,mse-18,mse-19,mse-20,
11,388.557395,22.558754,154.930285,8.859511,3.315668,0.000000,0.000000,,,5.635036,95.000000,0.003906,0.066406,0.156250,128.730439,6.214177,0.645662,94.940289,4.583032,0.476184,90.578923,9.411285,135.590950,9.624501,0.000000,0.042969,0.152344,307.138755,3.439740,0.611632,98.696950,1.105337,0.196544,84.826882,15.083360,311.193766,5.623872,0.427525,2.346701,31.799403,0.323125,0.294480,0.760185,0.935739,1.444555,121.837907,762.000000,48.883743,99.838362,4.758126,0.294480,0.172461,0.177992,0.197865,0.200867,0.224294,0.228499,0.253811,0.265828,0.298331,0.293090,0.312095,0.370682,0.329366,0.397850,0.374723,0.380539,0.348298,0.328822,0.350667,
12,380.918937,20.799301,157.979597,8.550616,3.366663,0.000000,0.000000,,,5.661871,90.000000,0.003906,0.066406,0.156250,151.211334,3.795307,0.546997,97.208099,2.439861,0.351644,87.390664,12.595142,155.554254,6.938442,0.000000,0.042969,0.152344,911.917543,2.688044,0.603351,99.639932,0.293707,0.065925,81.569917,18.308964,915.212929,4.455190,0.419315,2.383080,29.273160,0.387538,0.354514,0.714795,0.807440,1.411951,136.302242,777.000000,50.315224,99.804301,4.953193,0.354514,0.185157,0.206209,0.181152,0.210717,0.230660,0.240803,0.248651,0.272765,0.310328,0.328638,0.342618,0.371276,0.334865,0.443247,0.401099,0.425058,0.388523,0.354829,0.464607,
13,374.030743,20.044248,160.870987,8.536402,3.494810,0.000000,0.000000,,,6.030075,90.000000,0.003906,0.062500,0.183594,109.612586,1.680409,0.527129,98.025040,1.502767,0.471404,76.091005,23.869045,111.821006,3.187853,0.000000,0.042969,0.152344,427.608940,2.507501,0.613630,99.274475,0.582146,0.142461,80.237925,19.635632,430.734022,4.086343,0.412831,2.473423,28.208609,0.405810,0.369736,0.733756,0.712988,1.405996,141.392498,792.000000,49.260792,99.776613,4.973629,0.369736,0.203268,0.201978,0.178430,0.208503,0.201964,0.233537,0.226643,0.241835,0.316271,0.275313,0.298745,0.305740,0.348637,0.324665,0.353416,0.348084,0.365184,0.373472,0.371863,
14,368.061613,19.172857,163.450503,8.358222,3.706281,0.000000,0.000000,,,5.469799,80.000000,0.003906,0.042969,0.183594,61.300785,0.825207,0.523591,97.844493,1.317145,0.835724,61.106034,38.771569,62.651237,1.576053,0.000000,0.042969,0.152344,467.337521,2.074840,0.538615,99.443098,0.441498,0.114610,79.277398,20.579888,469.954711,3.852178,0.409809,2.622719,26.971519,0.510261,0.469732,0.361318,0.649244,1.363712,125.527259,805.000000,49.747551,99.745032,4.957496,0.469732,0.223565,0.189324,0.184533,0.167618,0.203781,0.190409,0.227992,0.257157,0.228990,0.284788,0.264116,0.279316,0.354066,0.296653,0.278532,0.312717,0.413553,0.339273,0.391980,
15,362.884485,16.937410,165.692367,7.527308,3.854830,0.000000,0.000000,,,3.759091,60.000000,0.003906,0.042969,0.152344,51.033868,0.759640,0.524035,97.539653,1.451879,1.001574,59.011128,40.708650,52.321150,1.449597,0.000000,0.042969,0.152344,262.248418,1.335396,0.563248,99.279859,0.505543,0.213230,70.200645,29.609481,264.150674,2.370884,0.407906,2.727761,23.769506,0.609326,0.574398,0.136595,0.553274,1.427049,120.418785,817.000000,51.113695,99.711123,5.053422,0.574398,0.264591,0.237122,0.197324,0.185633,0.190034,0.225494,0.219346,0.240462,0.242003,0.235469,0.280816,0.271475,0.269428,0.280279,0.296067,0.313663,0.401035,0.357270,0.403282,
16,358.499944,13.022223,167.580962,5.982413,4.009587,0.000000,0.000000,,,3.123134,55.000000,0.003906,0.042969,0.152344,57.525423,0.810560,0.572283,97.641345,1.375812,0.971370,58.330370,41.183227,58.915025,1.416362,0.000000,0.042969,0.152344,267.782124,1.009642,0.591111,99.404318,0.374793,0.219428,62.918291,36.836539,269.386811,1.708040,0.410002,2.837073,18.171977,0.739634,0.703581,0.031805,0.497781,1.436712,104.886418,827.000000,51.091624,99.653416,4.892264,0.703581,0.427439,0.342201,0.250533,0.267769,0.268967,0.230297,0.259451,0.248926,0.264004,0.313661,0.327045,0.347489,0.338841,0.345167,0.436871,0.372327,0.497379,0.472239,0.445801,
17,355.340894,10.535433,168.998003,4.933862,4.206071,0.000000,0.000000,,,2.662461,40.000000,0.003906,0.042969,0.171875,57.083716,0.729782,0.665290,97.599037,1.247747,1.137481,51.968585,47.376035,58.487991,1.096938,0.000000,0.042969,0.152344,109.522474,0.959890,0.590816,98.600659,0.864168,0.531899,61.755375,38.010672,111.076817,1.624685,0.412914,2.975980,14.588704,0.898361,0.866702,0.000102,0.501411,1.361023,95.355346,834.000000,52.398293,99.600913,4.894465,0.866702,0.532106,0.439379,0.396792,0.433573,0.368081,0.345946,0.367353,0.396852,0.345960,0.437617,0.496584,0.480437,0.574059,0.515749,0.528899,0.684563,0.611834,0.646086,0.613909,
18,352.724965,8.819720,170.208516,4.177829,4.308332,0.000000,0.000000,,,2.132832,30.000000,0.003906,0.046875,0.171875,44.827243,0.563880,0.745581,97.143360,1.221962,1.615719,42.776201,56.560135,46.145452,0.756296,0.000000,0.042969,0.152344,62.950547,0.924364,0.595434,97.637326,1.433704,0.923527,60.681414,39.088227,64.473854,1.552422,0.410265,3.048348,12.078257,1.080613,1.073661,0.000000,0.487972,1.350062,82.754906,841.000000,56.170412,99.539962,4.896796,1.073661,0.618604,0.613986,0.493402,0.481888,0.415634,0.394977,0.483523,0.492057,0.356034,0.400762,0.394525,0.437758,0.458288,0.525829,0.489807,0.556598,0.649189,0.586663,0.643762,
19,350.014472,7.176300,171.492367,3.462256,4.347752,0.000000,0.000000,,,2.131841,30.000000,0.003906,0.046875,0.242188,21.903411,0.464845,0.766772,94.647777,2.008662,3.313331,37.529492,61.905687,23.142023,0.606237,0.000000,0.042969,0.152344,41.437389,0.898627,0.611967,96.474049,2.092172,1.424775,59.336393,40.408252,42.951851,1.468423,0.407425,3.076197,9.651133,1.251803,1.414049,0.000000,0.473799,1.349827,48.558333,846.000000,55.633399,99.043648,4.394095,1.414049,0.895584,0.797717,0.644515,0.676784,0.615436,0.520545,0.547896,0.620984,0.433214,0.472106,0.515274,0.425492,0.564223,0.523579,0.544612,0.610061,0.649189,0.693688,0.670430,
20,347.663605,6.555513,172.641177,3.216669,4.519239,0.000000,0.000000,,,2.247396,30.000000,0.007812,0.046875,0.234375,8.931755,0.468718,0.725015,88.165035,4.626700,7.156601,39.093481,60.469982,10.130722,0.646494,0.000000,0.042969,0.152344,26.547632,0.917768,0.611765,94.539324,3.268283,2.178568,59.851255,39.895576,28.081047,1.500198,0.410584,3.197482,8.691541,1.267798,1.439907,0.000000,0.455412,1.176529,38.409363,852.000000,51.762748,98.670248,4.191101,1.439907,0.921584,0.851489,0.748906,0.677578,0.643386,0.597743,0.491868,0.658001,0.532695,0.602464,0.628743,0.598423,0.681039,0.628939,0.674114,0.830157,0.695709,0.846019,0.743392,
21,345.180569,5.969367,173.874263,3.022573,4.735364,0.000000,0.000000,,,1.970522,30.000000,0.003906,0.132812,0.234375,15.688495,0.485838,0.642673,93.272374,2.888436,3.820868,42.933963,56.793705,16.820088,0.755963,0.000000,0.042969,0.281250,18.398150,0.705886,0.659015,93.074538,3.571013,3.333894,51.563528,48.139668,19.767114,1.071123,0.418500,3.350382,7.736496,1.323784,1.462485,0.000000,0.410918,1.154201,31.180182,835.000000,45.210925,98.432323,4.083892,1.462485,1.093083,0.842557,0.766611,0.671415,0.630974,0.660261,0.693881,0.540443,0.685479,0.625493,0.608208,0.602501,0.773748,0.640581,0.722709,0.841984,0.664734,0.778196,0.823644,
22,343.337698,6.936569,174.827390,3.585797,5.038642,0.000000,0.000000,,,2.142157,35.000000,0.003906,0.132812,0.234375,29.190804,0.457602,0.568244,96.599419,1.514315,1.880458,44.531085,55.298138,30.218405,0.805291,0.000000,0.042969,0.152344,28.785201,0.757083,0.628396,95.395438,2.509008,2.082532,54.489620,45.227586,30.174610,1.204787,0.428111,3.564937,9.126981,1.277466,1.463179,0.000000,0.403381,1.143309,41.910630,797.000000,50.271242,98.742496,4.259542,1.463179,0.923127,0.812390,0.651790,0.581990,0.548848,0.524271,0.565783,0.368328,0.569376,0.523301,0.584017,0.553050,0.626641,0.704268,0.655051,0.732784,0.638706,0.762146,0.859362,
