Sample,meanrr,sdnn,meanhr,sdhr,rmssd,nn50,pnn50,sdann,sdnni,hrvtri,tinn,vlfpeakfft,lfpeakfft,hfpeakfft,vlfpowfft,lfpowfft,hfpowfft,vlfpowprfft,lfpowprfft,hfpowprfft,lfpownufft,hfpownufft,totpowfft,lfhffft,vlfpeakar,lfpeakar,hfpeakar,vlfpowar,lfpowar,hfpowar,vlfpowprar,lfpowprar,hfpowprar,lfpownuar,hfpownuar,totpowar,lfhfar,edr,sd1,sd2,apen,sampen,d2,dfa1,dfa2,rplmean,rplmax,rprec,rpadet,rpshen,mse-1,mse-2,mse-3,mse-4,mse-5,mse-6,mse-7,mse-8,mse-9,mse-10,mse-11,mse-12,mse-13,mse-14,mse-15,mse-16,mse-17,mse-18,mse-19,mse-20,
1,511.644464,44.955731,118.165041,10.270578,7.047848,0.000000,0.000000,,,13.604651,250.000000,0.003906,0.050781,0.203125,849.131312,125.441779,67.520921,81.480768,12.037116,6.479159,64.997926,34.986110,1042.124823,1.857821,0.000000,0.042969,0.191406,1850.933117,81.224716,47.085576,93.514687,4.103716,2.378904,63.277069,36.681412,1979.296704,1.725045,0.226174,4.995766,63.030282,0.500823,0.415655,0.998337,1.463977,1.163463,48.467975,575.000000,50.659481,99.948833,4.428069,0.415655,0.600887,0.692784,0.712096,0.804580,0.787515,0.822758,0.937108,0.829986,1.270852,1.106296,1.423325,1.863563,1.964267,1.281665,1.040637,1.191220,1.639168,1.229100,1.313559,
2,498.371586,47.120821,121.460333,11.372369,6.373448,0.000000,0.000000,,,13.108696,210.000000,0.003906,0.050781,0.203125,566.110768,85.588096,52.294210,80.408042,12.156581,7.427654,62.048830,37.911751,704.047448,1.636665,0.000000,0.042969,0.191406,1863.362931,67.310740,42.018283,94.456093,3.412062,2.129957,61.546154,38.419779,1972.729213,1.601939,0.234424,4.513634,66.407172,0.417947,0.315583,0.982520,1.489337,0.990644,54.112562,593.000000,49.341337,99.960941,4.387221,0.315583,0.448101,0.516412,0.539322,0.601767,0.624833,0.657917,0.658093,0.780395,0.686357,1.043709,0.923842,1.290055,1.019646,0.928878,0.790956,1.038906,0.629650,0.913026,0.558426,
3,483.754410,50.264914,125.342806,12.735430,5.839646,0.000000,0.000000,,,12.916667,215.000000,0.003906,0.050781,0.203125,390.755007,62.509728,35.974153,79.860422,12.775405,7.352205,63.434322,36.506255,489.297445,1.737629,0.000000,0.042969,0.191406,1894.825136,60.644128,35.647251,95.162654,3.045693,1.790290,62.962066,37.009760,1991.143652,1.701229,0.241021,4.136214,70.891832,0.331215,0.223450,0.935033,1.537759,0.934944,65.541491,610.000000,49.960222,99.939950,4.377657,0.223450,0.299764,0.333226,0.368610,0.396519,0.421122,0.462909,0.513323,0.580380,0.621622,0.723588,0.668246,0.667539,0.624107,0.836668,0.740132,0.635172,0.676056,0.627568,1.030809,
4,467.456283,46.767566,129.622884,12.765067,4.981107,0.000000,0.000000,,,9.171429,185.000000,0.003906,0.054688,0.199219,439.041921,48.123947,23.957263,85.890644,9.414583,4.686807,66.725820,33.217725,511.163848,2.008741,0.000000,0.042969,0.199219,1166.304634,40.083611,29.017416,94.405286,3.244525,2.348784,57.992686,41.982192,1235.423025,1.381364,0.249813,3.530503,65.903252,0.279639,0.187565,0.868702,1.338117,1.062747,83.444353,632.000000,50.534454,99.975307,4.659864,0.187565,0.245314,0.279763,0.290028,0.327442,0.329349,0.401072,0.346511,0.411012,0.460476,0.457077,0.451370,0.513839,0.578175,0.495342,0.483567,0.463534,0.470922,0.542638,0.547525,
5,452.158733,44.053978,133.946937,12.897449,4.100996,0.000000,0.000000,,,10.215385,175.000000,0.003906,0.054688,0.214844,522.644288,35.063901,15.387910,91.192944,6.118081,2.684941,69.467952,30.486243,573.119219,2.278666,0.000000,0.042969,0.203125,1884.257485,25.353075,20.040437,97.646955,1.313860,1.038546,55.836585,44.136246,1929.663334,1.265096,0.261452,2.906268,62.149767,0.235241,0.162730,0.799895,1.580678,1.175399,82.275651,654.000000,50.108502,99.965578,4.699240,0.162730,0.209374,0.242274,0.255345,0.282326,0.310192,0.321042,0.321736,0.388729,0.381236,0.412098,0.387499,0.411580,0.504007,0.469630,0.519909,0.617832,0.552934,0.631604,0.667390,
6,437.222099,44.040913,138.614253,13.826134,3.713856,0.000000,0.000000,,,10.409091,180.000000,0.003906,0.054688,0.210938,529.864230,24.495192,8.755296,94.093234,4.349854,1.554765,73.641882,26.321756,563.126813,2.797757,0.000000,0.042969,0.218750,2901.250009,19.082337,12.080484,98.936971,0.650736,0.411963,61.215281,38.753650,2932.422515,1.579600,0.275923,2.635491,62.045503,0.188514,0.137732,0.805669,1.336994,1.211963,102.806167,677.000000,50.775315,99.984576,4.807266,0.137732,0.174648,0.203590,0.215258,0.253296,0.265928,0.310528,0.271165,0.325375,0.332039,0.364438,0.354829,0.405081,0.436383,0.448039,0.431587,0.466843,0.581191,0.635172,0.631604,
7,421.304424,44.199378,143.990348,15.118490,3.312489,0.000000,0.000000,,,10.626866,195.000000,0.003906,0.054688,0.167969,447.191112,16.557693,4.186729,95.565576,3.538410,0.894712,79.794135,20.176509,467.941626,3.954804,0.000000,0.042969,0.152344,2350.236388,15.912442,7.121699,99.029076,0.670483,0.300078,69.056250,30.906497,2373.279113,2.234360,0.295052,2.348194,62.393148,0.156902,0.123025,0.904166,1.447178,1.319714,111.656703,702.000000,49.899536,99.971615,4.790710,0.123025,0.155808,0.174867,0.186224,0.209800,0.225428,0.226558,0.264825,0.295333,0.257023,0.288167,0.308550,0.324197,0.341754,0.354681,0.530254,0.494092,0.495229,0.576181,0.601693,
8,405.817881,45.529211,149.716504,16.767062,3.235150,0.000000,0.000000,,,10.263889,195.000000,0.003906,0.058594,0.167969,354.611593,10.380132,2.367440,96.528356,2.825562,0.644438,81.389739,18.562896,367.365205,4.384539,0.000000,0.042969,0.152344,4067.373382,10.298456,5.530042,99.612127,0.252215,0.135434,65.025030,34.916998,4083.211061,1.862274,0.320035,2.294546,64.245755,0.136596,0.108257,0.896914,1.443972,1.391438,137.897597,729.000000,49.546256,99.963641,4.935729,0.108257,0.128911,0.132091,0.160891,0.159830,0.162198,0.170181,0.180425,0.206484,0.212767,0.227294,0.237883,0.289393,0.305235,0.282389,0.353084,0.305977,0.354829,0.372646,0.360735,
9,391.047160,43.582802,155.336331,17.174812,3.065561,0.000000,0.000000,,,7.456311,155.000000,0.003906,0.062500,0.167969,354.176512,6.487748,1.860131,97.695202,1.789565,0.513094,77.645207,22.262003,362.532143,3.487791,0.000000,0.042969,0.152344,1133.432087,8.511088,2.978330,98.995634,0.743371,0.260132,74.013925,25.900083,1144.931394,2.857671,0.348445,2.172836,61.535324,0.130222,0.112143,0.832131,1.296411,1.485693,144.207819,758.000000,48.687251,99.950798,4.962351,0.112143,0.114355,0.107954,0.111929,0.112487,0.122170,0.128255,0.147458,0.143621,0.156875,0.172983,0.165825,0.205807,0.210971,0.209646,0.251496,0.292795,0.287087,0.293795,0.360146,
10,376.928588,40.957279,161.047910,17.262590,3.113870,0.000000,0.000000,,,8.652174,140.000000,0.003906,0.078125,0.167969,440.541351,4.025883,1.645437,98.726476,0.902211,0.368747,70.843666,28.954829,446.224121,2.446696,0.000000,0.042969,0.152344,4221.715723,5.903461,1.758185,99.818611,0.139582,0.041571,76.951593,22.917934,4229.387379,3.357702,0.379898,2.206301,57.819825,0.141214,0.137458,0.732030,1.088296,1.405762,152.516385,786.000000,49.612751,99.961599,5.201304,0.137458,0.118205,0.102327,0.098419,0.111988,0.114727,0.122042,0.143721,0.140732,0.159066,0.165513,0.170678,0.190927,0.198340,0.218074,0.226883,0.307031,0.248784,0.267818,0.293534,
