Sample,meanrr,sdnn,meanhr,sdhr,rmssd,nn50,pnn50,sdann,sdnni,hrvtri,tinn,vlfpeakfft,lfpeakfft,hfpeakfft,vlfpowfft,lfpowfft,hfpowfft,vlfpowprfft,lfpowprfft,hfpowprfft,lfpownufft,hfpownufft,totpowfft,lfhffft,vlfpeakar,lfpeakar,hfpeakar,vlfpowar,lfpowar,hfpowar,vlfpowprar,lfpowprar,hfpowprar,lfpownuar,hfpownuar,totpowar,lfhfar,edr,sd1,sd2,apen,sampen,d2,dfa1,dfa2,rplmean,rplmax,rprec,rpadet,rpshen,mse-1,mse-2,mse-3,mse-4,mse-5,mse-6,mse-7,mse-8,mse-9,mse-10,mse-11,mse-12,mse-13,mse-14,mse-15,mse-16,mse-17,mse-18,mse-19,mse-20,
1,576.106018,62.123585,105.169235,9.731508,16.520663,5.000000,0.965251,,,10.812500,415.000000,0.003906,0.085938,0.292969,485.599255,101.374829,48.308567,76.422735,15.954188,7.602715,67.667677,32.245958,635.412038,2.098486,0.003906,0.042969,0.171875,1339.156805,165.537270,192.025921,78.906309,9.753850,11.314625,46.240604,53.639851,1697.147956,0.862057,0.298566,11.697697,86.802638,0.321763,0.259779,0.999408,1.023471,1.471263,71.167675,503.000000,63.341023,99.958725,4.585670,0.259779,0.339384,0.390150,0.454034,0.425439,0.436726,0.475692,0.501719,0.558170,0.574270,0.596546,0.644952,0.742995,0.479963,0.601751,0.570409,0.589063,0.974341,1.074238,1.013493,
2,556.790099,44.635221,108.452879,8.677495,7.014265,0.000000,0.000000,,,11.000000,190.000000,0.003906,0.085938,0.195312,492.370124,101.322188,51.524675,76.298460,15.701048,7.984346,66.244842,33.687034,645.321183,1.966479,0.000000,0.042969,0.152344,1365.237206,66.395770,43.546848,92.544785,4.500743,2.951893,60.370401,39.595002,1475.217875,1.524698,0.305918,4.966231,62.906750,0.436162,0.324888,1.102375,1.294079,1.024875,47.107368,529.000000,47.846209,99.892857,4.378162,0.324888,0.420884,0.456796,0.469298,0.488833,0.564929,0.470782,0.606373,0.658364,0.471989,0.494694,0.603527,0.619522,0.667337,0.742641,0.664741,0.669796,0.664864,0.868981,0.611503,
3,542.629690,45.268945,111.335136,9.186778,6.545773,0.000000,0.000000,,,11.060000,195.000000,0.003906,0.085938,0.179688,486.141273,93.010571,55.979752,76.533571,14.642721,8.812933,62.398590,37.555490,635.200043,1.661504,0.000000,0.042969,0.152344,1769.315252,60.221513,36.127351,94.833746,3.227820,1.936394,62.478935,37.481595,1865.702160,1.666923,0.318082,4.637447,63.721970,0.385522,0.290529,1.019878,1.345969,1.048432,51.923576,543.000000,48.713911,99.912598,4.441911,0.290529,0.345318,0.392459,0.416131,0.432433,0.483449,0.456292,0.577750,0.491810,0.448124,0.589388,0.519584,0.566801,0.565703,0.510009,0.599855,0.665308,0.580405,0.792262,0.902388,
4,525.119168,47.960517,115.226679,10.656860,5.935202,0.000000,0.000000,,,11.440000,195.000000,0.003906,0.089844,0.175781,631.113240,66.582116,44.478102,85.031855,8.970816,5.992673,59.932720,40.036181,742.208008,1.496964,0.000000,0.042969,0.152344,1649.861582,51.438921,26.699725,95.475617,2.976712,1.545083,65.792656,34.150130,1728.044960,1.926571,0.329669,4.205479,67.578683,0.329198,0.247066,1.049620,1.342755,1.159838,59.707951,562.000000,49.307661,99.939855,4.453850,0.247066,0.278318,0.322171,0.335333,0.400759,0.377452,0.427521,0.455159,0.449731,0.551750,0.436734,0.455998,0.646086,0.554185,0.439898,0.633441,0.595748,0.876659,1.182580,0.617667,
5,508.422232,48.778719,119.115063,11.565734,5.502311,0.000000,0.000000,,,11.820000,180.000000,0.003906,0.066406,0.171875,651.078470,35.695201,22.794463,91.754713,5.030427,3.212362,61.009732,38.959973,709.585858,1.565959,0.000000,0.042969,0.160156,2141.329081,38.772041,22.329662,97.224006,1.760389,1.013847,63.414735,36.521926,2202.469510,1.736347,0.339612,3.899664,68.743237,0.283550,0.217362,0.925432,1.523324,1.233095,68.732997,581.000000,48.365631,99.936518,4.411768,0.217362,0.219414,0.238059,0.283547,0.288332,0.281555,0.271327,0.303060,0.336228,0.359632,0.371592,0.325618,0.382476,0.450571,0.511193,0.468118,0.485000,0.540556,0.694337,0.748245,
6,491.489841,50.565211,123.384104,12.777368,5.290829,0.000000,0.000000,,,10.719298,200.000000,0.003906,0.066406,0.171875,553.463697,20.386459,8.744255,94.996860,3.499145,1.500870,69.938966,29.998549,582.612625,2.331412,0.000000,0.042969,0.160156,2496.224266,32.769301,21.469233,97.872104,1.284821,0.841767,60.379854,39.558646,2550.496178,1.526338,0.350431,3.748132,71.345502,0.228910,0.178630,0.911072,1.385483,1.247164,86.221344,601.000000,48.177724,99.950744,4.623516,0.178630,0.174174,0.187365,0.219463,0.203705,0.214300,0.233400,0.249786,0.229748,0.247637,0.269141,0.353755,0.319710,0.364337,0.304724,0.441639,0.405657,0.411926,0.386405,0.406741,
7,476.743374,50.445511,127.242384,13.206754,5.250550,0.000000,0.000000,,,8.386667,185.000000,0.003906,0.066406,0.160156,544.537060,17.354444,5.018216,96.049051,3.061092,0.885146,77.477379,22.403381,566.936429,3.458290,0.000000,0.042969,0.164062,3345.005679,27.699472,20.566652,98.576807,0.816299,0.606096,57.356904,42.587075,3393.298858,1.346815,0.360186,3.718920,71.193769,0.213476,0.159327,0.829675,1.270173,1.066725,98.887012,619.000000,48.744537,99.956237,4.635253,0.159327,0.123773,0.132377,0.144717,0.164355,0.146949,0.146279,0.164911,0.168440,0.182461,0.193149,0.190918,0.275441,0.237043,0.300021,0.321357,0.307624,0.353972,0.353396,0.443023,
8,459.799925,47.690184,131.887389,13.526476,4.607777,0.000000,0.000000,,,7.761905,170.000000,0.003906,0.066406,0.164062,679.837073,14.497190,3.390420,97.430627,2.077660,0.485897,80.862532,18.911106,697.765266,4.275928,0.000000,0.042969,0.152344,8328.333587,10.836357,3.967915,99.822246,0.129883,0.047559,73.069154,26.755504,8343.163863,2.730995,0.374018,3.265368,67.267998,0.199131,0.165416,0.835546,1.185240,1.403473,112.742077,642.000000,49.918611,99.966083,4.843526,0.165416,0.129119,0.127648,0.142103,0.155264,0.157650,0.179564,0.151400,0.184489,0.190463,0.201227,0.232938,0.225166,0.253547,0.255487,0.306683,0.278346,0.293423,0.377823,0.339885,
9,444.778578,46.187665,136.325742,13.815910,4.768513,0.000000,0.000000,,,9.361111,170.000000,0.003906,0.042969,0.164062,666.800556,9.293242,2.147084,98.305786,1.370094,0.316543,80.869019,18.683744,678.292277,4.328309,0.000000,0.042969,0.152344,9866.008130,9.087326,2.670551,99.880727,0.091998,0.027036,77.131999,22.667280,9877.789656,3.402790,0.395032,3.378504,65.129548,0.209758,0.180473,0.839778,1.011646,1.422805,135.009674,664.000000,50.518175,99.956133,4.969064,0.180473,0.122420,0.119215,0.119016,0.125303,0.136051,0.141833,0.127773,0.149902,0.191478,0.172390,0.196233,0.188661,0.184997,0.240621,0.230200,0.286171,0.270342,0.325957,0.268636,
10,430.645121,42.533398,140.646446,13.434145,4.993827,0.000000,0.000000,,,7.648352,150.000000,0.003906,0.046875,0.390625,473.690414,4.267947,1.818718,98.721391,0.889479,0.379037,69.566152,29.644507,479.825506,2.346679,0.000000,0.042969,0.152344,13421.362089,7.666429,2.575919,99.923575,0.057077,0.019178,74.684649,25.094030,13431.627156,2.976192,0.425484,3.536356,59.979303,0.234716,0.200663,0.795601,0.880239,1.420895,145.216409,686.000000,51.802979,99.901838,5.011474,0.200663,0.114426,0.102378,0.102784,0.107104,0.120371,0.128461,0.116045,0.125779,0.135450,0.166150,0.155379,0.184307,0.181037,0.206369,0.239487,0.231624,0.311136,0.347490,0.324119,
11,418.040836,39.579396,144.757709,13.068609,5.144105,0.000000,0.000000,,,7.557895,135.000000,0.003906,0.046875,0.390625,296.621041,2.014572,1.806471,98.717585,0.670464,0.601206,52.281351,46.880805,300.474369,1.115197,0.000000,0.042969,0.152344,3329.178296,6.227121,1.653020,99.763258,0.186604,0.049535,78.821538,20.923562,3337.078575,3.767119,0.454915,3.642347,55.777262,0.260855,0.231634,0.800407,0.790574,1.479640,177.884668,708.000000,52.218405,99.889520,5.256193,0.231634,0.117388,0.095321,0.092165,0.105044,0.101180,0.115645,0.127768,0.152644,0.140121,0.162967,0.172079,0.179680,0.189856,0.196428,0.268792,0.218879,0.253038,0.270342,0.336709,
