tod,tot,level,vo2_L,vo2_mlkgmin,vco2_L,rq,ve_stpd,ve_btps,vt_L,rr,pef,veo2,veco2,Ti_sec,Te_sec,Ttot_sec,Ti_Ttot,vt_Ti,speed,grade,hr,o2pulse,peto2,petco2,fio2,feo2,fico2,feco2,ID,tod_1,tod_2,tod_3,epoch
13:35:28,0.900:00:00,E,.142,1.5,.199,1.4,7.9,9.5,.475,20,.8,67,48,4.51,1.67,2.98,151,.11,0,0,60,2.4,128.3,28.4,20.94,18.99,0,2.51,564, , , ,0
13:35:34,1.000:00:06,E,.31,3.3,.435,1.41,12.9,15.6,1.53,10,2.44,50,36,2.84,1.77,5.9,48,.54,.5,2,65,4.8,122.5,32.2,20.93,18.33,.06,3.43,564,6,6,.6,0
13:35:37,1.100:00:09,E,.921,9.8,1.115,1.21,30.9,37.3,1.367,27,1.27,40,33,.78,1.42,2.2,36,1.74,.5,2,65,14.2,121,33.5,20.93,17.82,.09,3.69,564,3,9,.9,0
13:35:40,1.100:00:11,E,.638,6.8,.805,1.26,22.7,27.4,1.495,18,1.25,43,34,1.37,1.9,3.27,42,1.09,3,2,71,9,119.9,34.4,20.92,17.96,.07,3.62,564,2.00000000001455,11.0000000000146,1.10000000000146,1
13:35:44,1.100:00:15,E,1.1,11.7,1.176,1.07,26.6,32.1,1.811,18,1.77,29,27,1.48,1.36,3.38,44,1.22,3,2,81,13.6,118.7,35.2,20.91,16.73,.11,4.52,564,3.99999999999272,15.0000000000073,1.50000000000073,1
13:35:47,1.200:00:18,E,.748,7.9,1.062,1.42,27.4,33,1.703,19,2.38,44,31,1.76,1.25,3.1,57,.97,3,2,81,9.2,121.8,32.5,20.93,17.96,.07,3.95,564,3,18.0000000000073,1.80000000000073,1
13:35:49,1.300:00:21,E,1.375,14.6,1.585,1.15,40.2,48.5,2.145,23,2.22,35,31,1.14,1.5,2.66,43,1.87,3,2,85,16.2,117.5,35.2,20.94,17.41,.08,4.02,564,2.99999999999272,21,2.1,2
13:35:53,1.300:00:24,E,.921,9.8,1.082,1.17,29.8,36,2.023,18,1.76,39,33,1.71,1.66,3.38,51,1.18,3,2,85,10.8,120.1,33,20.93,17.73,.06,3.69,564,3.00000000000728,24.0000000000073,2.40000000000073,2
13:35:56,1.400:00:27,E,1.164,12.4,1.289,1.11,32.4,39.1,2.064,19,1.82,34,30,1.26,1.91,3.17,40,1.64,3.1,2,93,12.5,118.3,34.8,20.93,17.26,0,3.98,564,3,27.0000000000073,2.70000000000073,2
13:36:00,1.400:00:31,E,1.57,16.7,1.841,1.17,45,54.3,3.394,16,3.25,35,29,1.99,1.76,3.75,53,1.7,3.1,2,100,15.7,119.1,34.1,20.93,17.31,.03,4.11,564,4,31.0000000000073,3.10000000000073,3
13:36:04,1.500:00:35,E,.933,9.9,1.079,1.16,25.1,30.2,1.739,17,2.05,32,28,1.99,1.19,3.46,58,.87,3.1,2,100,9.3,117.9,34.6,20.93,17.08,.07,4.38,564,4,35.0000000000073,3.50000000000073,3
