tod,tot,level,vo2_L,vo2_mlkgmin,vco2_L,rq,ve_stpd,ve_btps,vt_L,rr,pef,veo2,veco2,Ti_sec,Te_sec,Ttot_sec,Ti_Ttot,vt_Ti,speed,grade,hr,o2pulse,peto2,petco2,fio2,feo2,fico2,feco2,ID,tod_1,tod_2,tod_3,epoch
13:59:38,0.500:00:00,E,.402,4.5,.373,.93,18,22,1.999,11,1.39,55,59,2.33,3.1,5.46,43,.86,0,0,81,5,108.5,38,20.94,18.74,.08,2.15,327, , , ,0
13:59:42,0.600:00:04,E,.483,5.4,.461,.95,11.5,14,.94,15,.69,29,30,1.39,2.54,4.02,35,.68,.5,2,98,4.9,104.5,40.7,20.92,16.75,.11,4.13,327,3.99999999999272,3.99999999999272,.399999999999272,0
13:59:45,0.600:00:07,E,.778,8.7,.718,.92,17.5,21.4,.934,23,.99,28,30,1.02,1.6,2.62,39,.92,.5,2,98,7.9,105.7,39.1,20.94,16.58,.07,4.17,327,3,6.99999999999272,.699999999999272,0
13:59:47,0.700:00:09,E,.981,11,.903,.92,21.2,26,1.218,21,1.03,26,29,.99,1.82,2.82,35,1.23,3,2,90,10.9,105.3,39.6,20.94,16.4,.07,4.32,327,2.00000000000728,9,.9,0
13:59:49,0.700:00:12,E,.9,10.1,.894,.99,20.9,25.5,1.177,22,1.17,28,29,1.18,1.51,2.77,43,.99,3,2,90,10,107.5,38.9,20.94,16.63,.06,4.35,327,2.99999999998545,11.9999999999854,1.19999999999854,1
13:59:54,0.800:00:16,E,.994,11.1,1.036,1.04,23,28.1,1.32,21,1.16,28,27,1,1.68,2.82,36,1.32,3,2,85,11.7,107.6,39.2,20.94,16.59,.07,4.57,327,4.00000000001455,16,1.6,1
13:59:57,0.800:00:19,E,.785,8.8,.858,1.09,20.1,24.5,1.734,14,1.23,31,29,1.9,2.23,4.24,45,.91,3,2,90,8.7,110.4,38.4,20.94,16.95,.06,4.34,327,2.99999999999272,18.9999999999927,1.89999999999927,1
14:00:01,0.900:00:23,E,.679,7.6,.706,1.04,16.2,19.8,1.185,17,1.04,29,28,1.3,2.26,3.58,36,.91,3.1,2,95,7.1,107.5,40.9,20.94,16.72,.07,4.42,327,4.00000000000728,23,2.3,2
14:00:03,0.900:00:25,E,.899,10,.894,.99,21.7,26.5,1.057,25,1.22,29,30,1.03,1.36,2.39,43,1.02,3.1,2,95,9.5,107.3,40.3,20.94,16.8,.08,4.2,327,1.99999999999272,24.9999999999927,2.49999999999927,2
14:00:07,1.000:00:29,E,1.008,11.3,1.02,1.01,23.9,29.2,1.45,20,1.66,29,29,1.31,1.67,2.98,44,1.11,3.1,2,100,10.1,108.3,39.3,20.93,16.7,.1,4.37,327,4,28.9999999999927,2.89999999999927,2
14:00:10,1.000:00:32,E,1.011,11.3,1.022,1.01,23.1,28.2,1.711,16,1.44,28,28,1.83,1.8,3.64,50,.93,3.1,2,100,10.1,108.7,38.8,20.95,16.55,.05,4.48,327,3.00000000000728,32,3.2,3
14:00:13,1.100:00:36,E,1.06,11.8,1.015,.96,23.1,28.3,1.616,17,1.22,27,28,1.51,1.87,3.43,44,1.07,3.1,2,106,10,105.9,40.2,20.93,16.38,.07,4.46,327,3.99999999998545,35.9999999999854,3.59999999999854,3
14:00:16,1.100:00:38,E,1.04,11.6,1.034,.99,23.1,28.3,1.479,19,1.31,27,27,1.37,1.67,3.14,44,1.08,3.2,2,108,9.6,105.9,39.5,20.94,16.45,0,4.47,327,2.00000000000728,37.9999999999927,3.79999999999927,3
14:00:19,1.200:00:41,E,1.354,15.1,1.202,.89,28.1,34.4,1.477,23,1.64,25,29,1.34,1.23,2.58,52,1.11,3.2,2,108,12.5,107.4,37.9,20.94,16.24,.07,4.34,327,3,40.9999999999927,4.09999999999927,4
14:00:21,1.200:00:44,E,1.468,16.4,1.358,.92,31.6,38.7,1.681,23,1.88,26,28,1.24,1.37,2.61,48,1.36,3.2,2,107,13.7,106.9,38,20.94,16.37,0,4.29,327,2.99999999999272,43.9999999999854,4.39999999999854,4
14:00:26,1.300:00:48,E,1.275,14.2,1.227,.96,28.8,35.2,2.181,16,1.57,28,29,1.81,1.9,3.72,49,1.21,3.2,2,107,11.9,108.4,37.5,20.93,16.53,0,4.26,327,4.00000000000728,47.9999999999927,4.79999999999927,4
14:00:29,1.400:00:51,E,1.067,11.9,.923,.86,21.2,25.9,1.166,22,4.1,24,28,1.49,1.22,2.7,55,.78,3.2,2,106,10.1,108.5,36.6,20.93,16.03,.08,4.44,327,3,50.9999999999927,5.09999999999927,5
14:00:32,1.400:00:54,E,1.436,16,1.126,.78,25,30.5,1.775,17,1.53,21,27,1.28,2.21,3.49,37,1.39,3.2,2.5,106,13.5,98.4,42.3,20.92,15.43,.07,4.58,327,3.00000000000728,54,5.4,5
14:00:36,1.500:00:58,E,1.331,14.9,1.168,.88,24.2,29.6,2.058,14,1.47,22,25,1.9,2.09,4.17,45,1.09,3.3,2.5,106,12.6,97.5,41.8,20.94,15.58,.08,4.9,327,3.99999999999272,57.9999999999927,5.79999999999927,5
14:00:39,1.500:01:02,E,1.098,12.3,.89,.81,19.9,24.3,1.79,14,1.23,22,27,1.83,2.59,4.42,41,.98,3.3,2.5,106,10.4,98.6,41.5,20.93,15.63,.05,4.53,327,3.99999999999272,61.9999999999854,6.19999999999854,6
14:00:42,1.600:01:04,E,1.21,13.5,1.009,.83,20.1,24.6,.724,34,3.38,20,24,.94,.73,1.77,53,.77,3.3,2.5,108,11.2,95,41.8,20.92,15.11,.08,5.1,327,2.00000000000728,63.9999999999927,6.39999999999927,6
14:00:46,1.600:01:08,E,1.669,18.7,1.181,.71,26.4,32.3,1.93,17,2.04,19,27,1.54,2.04,3.58,43,1.25,3.3,2.5,105,15.9,94.6,41.8,20.91,14.99,.09,4.55,327,4,67.9999999999927,6.79999999999927,6
14:00:50,1.700:01:12,E,1.615,18,1.154,.71,23.8,29.1,1.751,17,1.32,18,25,1.62,1.91,3.62,45,1.08,3.3,2.5,105,15.4,91.6,43.3,20.92,14.54,.09,4.94,327,4,71.9999999999927,7.19999999999927,7
14:00:51,1.700:01:14,E,1.551,17.3,1.194,.77,25.2,30.9,1.489,21,1.2,20,26,1.15,1.62,2.9,40,1.29,3.3,2.5,104,14.9,93.7,41.8,20.94,15.09,0,4.73,327,1.99999999999272,73.9999999999854,7.39999999999854,7
14:00:55,1.800:01:17,E,1.792,20,1.338,.75,29.3,35.8,1.774,20,1.69,20,27,1.52,1.45,2.98,51,1.17,3.3,2.5,104,17.2,97,39.9,20.91,15.11,.07,4.64,327,3.00000000000728,76.9999999999927,7.69999999999927,7
14:00:58,1.900:01:21,E,1.519,17,1.231,.81,27.4,33.4,2.077,16,1.64,22,27,1.62,1.9,3.73,44,1.28,3.4,2.5,106,14.3,98.6,39.9,20.91,15.58,0,4.5,327,3.99999999999272,80.9999999999854,8.09999999999854,8
14:01:02,1.900:01:24,E,1.441,16.1,1.134,.79,24.5,30,1.634,18,1.38,21,26,1.38,1.85,3.27,42,1.19,3.4,2.5,105,13.7,96.1,41.7,20.93,15.31,0,4.63,327,3.00000000000728,83.9999999999927,8.39999999999927,8
14:01:05,2.000:01:28,E,1.547,17.3,1.227,.79,25.9,31.6,2.207,14,1.44,20,26,1.72,2.46,4.18,41,1.28,3.4,2.5,105,14.7,95.2,42.5,20.91,15.2,.07,4.81,327,3.99999999999272,87.9999999999854,8.79999999999854,8
14:01:09,2.000:01:31,E,1.141,12.7,1.217,1.07,23.1,28.3,1.067,27,1.53,25,23,1.02,1.02,2.26,45,1.05,3.4,2.5,105,10.9,93.4,42.7,20.94,15.94,.01,5.27,327,3.00000000000728,90.9999999999927,9.09999999999927,9
14:01:11,2.000:01:33,E,1.772,19.8,1.33,.75,27.4,33.5,1.695,20,1.51,19,25,1.33,1.7,3.04,44,1.28,3.5,3,107,16.6,93.5,42.5,20.94,14.8,.04,4.9,327,2,92.9999999999927,9.29999999999927,9
14:01:15,2.100:01:37,E,1.775,19.8,1.379,.78,29.3,35.9,1.816,20,1.53,20,26,1.39,1.58,3.04,46,1.3,3.5,3,107,16.6,95.6,41.8,20.95,15.18,0,4.7,327,4.00000000000728,97,9.7,9
